name	surname	firstname	midname	gender	ethnics	age	birthday	department	depjoindate	position	rank	rankdate	rankage
ГЕРАСИН ЮРИЙ ВАЛЕНТИНОВИЧ	Герасин	Юрий	Валентинович	m	slav	61	21.10.1951	ГЕНКОНСУЛЬСТВО РОССИИ В СИЭТЛЕ, США 	22.04.2008	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	12.06.2011	59
ГЛЕК ЕВГЕНИЙ ГРИГОРЬЕВИЧ	Глек	Евгений	Григорьевич	m	slav	65	05.01.1948	ПОСОЛЬСТВО РОССИИ В МЕКСИКЕ 	28.09.2010	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.06.1999	51
ГЛУХОВ ЮРИЙ АНАТОЛЬЕВИЧ	Глухов	Юрий	Анатольевич	m	slav	56	24.03.1956	ГЕНКОНСУЛЬСТВО РОССИИ В ЖЕНЕВЕ, ШВЕЙЦАРИЯ 	09.09.2010	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	25.12.2006	50
ГОКЖАЕВ БОРИС МИХАЙЛОВИЧ	Гокжаев	Борис	Михайлович	m	slav	63	05.08.1949	ПРЕД-ВО МИД РОССИИ В РОСТОВЕ-НА-ДОНУ 	06.08.2009	РУКОВОДИТЕЛЬ ТЕРР.ОРГАНА В СУБЪЕКТЕ РФ-ПРЕДСТАВ. МИН-ВА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.06.2008	58
ГОЛОВАНОВ МИХАИЛ АЛЕКСЕЕВИЧ	Голованов	Михаил	Алексеевич	m	slav	55	01.03.1957	ДЕПАРТАМЕНТ КАДРОВ 	18.08.2008	НАЧАЛЬНИК ОТДЕЛА В ДЕПАРТАМЕНТЕ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.06.2008	51
ГОЛОВИН АЛЕКСАНДР АЛЕКСЕЕВИЧ	Головин	Александр	Алексеевич	m	slav	0	None			ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	04.02.2013	0
ГОЛУБЕВ ЛЕОНИД ЕВГЕНЬЕВИЧ	Голубев	Леонид	Евгеньевич	m	slav	66	06.01.1947	ПОСОЛЬСТВО РОССИИ В БОЛИВИИ 	31.05.2008	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	06.05.2004	57
ГОЛУБОВСКИЙ ИГОРЬ ЛЕОНИДОВИЧ	Голубовский	Игорь	Леонидович	m	slav	52	29.12.1960	ГЕНСЕКРЕТАРИАТ (ДЕПАРТАМЕНТ) 	08.03.2002	ПОМОЩНИК МИНИСТРА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	31.07.2008	47
ГОНЧАРЕНКО СЕРГЕЙ НИКОЛАЕВИЧ	Гончаренко	Сергей	Николаевич	m	slav	61	24.08.1951	ДЕПАРТАМЕНТ ЭКОНОМИЧЕСКОГО СОТРУДНИЧЕСТВА 	25.08.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	28.06.2006	54
ГОНЧАРОВ ПАВЕЛ ЛЕОНИДОВИЧ	Гончаров	Павел	Леонидович	m	slav	61	01.11.1951	ПОСОЛЬСТВО РОССИИ В СИНГАПУРЕ 	28.08.2011	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	29.12.2006	55
ГОРЕЛОВ ВАДИМ НИКОЛАЕВИЧ	Горелов	Вадим	Николаевич	m	slav	50	04.10.1962	None	None		ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	22.11.2010	48
ГОРЛАЧ ЮРИЙ АНДРЕЕВИЧ	Горлач	Юрий	Андреевич	m	slav	52	03.09.1960	ДЕПАРТАМЕНТ ОБЩЕЕВРОПЕЙСКОГО СОТРУДНИЧЕСТВА 	01.11.2005	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	11.02.2008	47
ГРАЧЕВ АЛЕКСАНДР ГЕОРГИЕВИЧ	Грачев	Александр	Георгиевич	m	slav	57	09.09.1955	ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ПРОТОКОЛА 	19.01.2009	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	23.04.2008	52
ГРАЩЕНКОВ ЮРИЙ ГРИГОРЬЕВИЧ	Гращенков	Юрий	Григорьевич	m	slav	67	11.07.1945	ПОСОЛЬСТВО РОССИИ В БЕНИНЕ 	30.07.2008	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	30.12.1996	51
ГРЕМИТСКИХ АЛЕКСАНДР ЮРЬЕВИЧ	Гремитских	Александр	Юрьевич	m	slav	52	04.08.1960	ВТОРОЙ ЕВРОПЕЙСКИЙ ДЕПАРТАМЕНТ 	19.10.2009	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	14.02.2006	45
ГРИБКОВ ЮРИЙ ВАСИЛЬЕВИЧ	Грибков	Юрий	Васильевич	m	slav	57	05.01.1956	ГЕНКОНСУЛЬСТВО РОССИИ В МАРСЕЛЕ, ФРАНЦИЯ 	16.09.2007	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	12.04.2010	54
ГРИЦАЙ СЕРГЕЙ НИКОЛАЕВИЧ	Грицай	Сергей	Николаевич	m	slav	49	31.08.1963	ГЕНКОНСУЛЬСТВО РОССИИ В ГОНКОНГЕ (СЯНГАНЕ), КНР 	17.05.2007	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	18.09.2009	46
ГРОЗОВ АНДРЕЙ ЮРЬЕВИЧ	Грозов	Андрей	Юрьевич	m	slav	0	None			ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.09.2012	0
ГРУШКО ТАТЬЯНА МИХАЙЛОВНА	Грушко	Татьяна	Михайловна	f	slav	49	20.01.1964	ВТОРОЙ ДЕПАРТАМЕНТ СТРАН СНГ 	14.10.2011	НАЧАЛЬНИК ОТДЕЛА В ДЕПАРТАМЕНТЕ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	01.06.2009	45
ГУЗЕЕВ ЕВГЕНИЙ ФЕДОРОВИЧ	Гузеев	Евгений	Федорович	m	slav	61	20.10.1951	None	None		ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	28.11.2007	56
ГУСЕВ АЛЕКСАНДР ВАСИЛЬЕВИЧ	Гусев	Александр	Васильевич	m	slav	65	12.03.1947	ГЕНКОНСУЛЬСТВО РОССИИ В ДЕБРЕЦЕНЕ, ВЕНГРИЯ 	31.08.2008	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.01.2011	63
ГУСЬКОВ АНДРЕЙ АНАТОЛЬЕВИЧ	Гуськов	Андрей	Анатольевич	m	slav	51	15.12.1961	ЛАТИНОАМЕРИКАНСКИЙ ДЕПАРТАМЕНТ 	15.06.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	07.02.2007	45
ДАВЫДОВ ОЛЕГ ВЛАДИМИРОВИЧ	Давыдов	Олег	Владимирович	m	slav	57	28.06.1955	ПОСОЛЬСТВО РОССИИ В КОРЕЕ 	20.09.2011	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	06.05.2004	48
ДВИНЯНИН АЛЕКСЕЙ АРКАДЬЕВИЧ	Двинянин	Алексей	Аркадьевич	m	slav	45	05.03.1967	ЧЕТВЕРТЫЙ ДЕПАРТАМЕНТ СТРАН СНГ 	14.04.2009	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	15.08.2011	44
ДЕГТЯРЕВ ИГОРЬ ГРИГОРЬЕВИЧ	Дегтярев	Игорь	Григорьевич	m	slav	55	21.02.1958	ПОСОЛЬСТВО РОССИИ В ГАНЕ 	07.07.2007	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	16.07.2009	51
ДЕДОВ АЛЕКСЕЙ ЮРЬЕВИЧ	Дедов	Алексей	Юрьевич	m	slav	52	26.09.1960	ВТОРОЙ ДЕПАРТАМЕНТ АЗИИ 	18.01.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	29.12.2006	46
ДЕЙНЕКО АЛЕКСАНДР МИХАЙЛОВИЧ	Дейнеко	Александр	Михайлович	m	slav	0	None			ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	04.02.2013	0
ДЕМИДОВ АНДРЕЙ ВЛАДИМИРОВИЧ	Демидов	Андрей	Владимирович	m	slav	58	22.02.1955	ГЕНКОНСУЛЬСТВО РОССИИ В КАРАЧИ, ПАКИСТАН 	26.01.2010	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	28.09.1999	44
ДЕМИДОВ ИГОРЬ ВЯЧЕСЛАВОВИЧ	Демидов	Игорь	Вячеславович	m	slav	60	11.11.1952	ДЕПАРТАМЕНТ ИНФОРМАЦИИ И ПЕЧАТИ 	15.08.2007	НАЧАЛЬНИК ОТДЕЛА В ДЕПАРТАМЕНТЕ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	23.08.2005	52
ДЕМИН АЛЕКСЕЙ МИХАЙЛОВИЧ	Демин	Алексей	Михайлович	m	slav	53	24.02.1959	ПОСОЛЬСТВО РОССИИ В ТУРКМЕНИСТАНЕ 	16.09.2005	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	13.09.2010	51
ДЕМИН ВИКТОР НИКОЛАЕВИЧ	Демин	Виктор	Николаевич	m	slav	65	06.11.1947	ДЕП-Т ПО РАБОТЕ С СООТЕЧЕСТВЕННИКАМИ ЗА РУБЕЖОМ 	10.10.2011	НАЧАЛЬНИК ОТДЕЛА В ДЕПАРТАМЕНТЕ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	28.11.2007	60
ДЕРГАЧЕВ ВАЛЕРИЙ ВЛАДИМИРОВИЧ	Дергачев	Валерий	Владимирович	m	slav	59	07.04.1953	ПЕРВЫЙ ДЕПАРТАМЕНТ СТРАН СНГ 	16.05.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	15.01.2002	48
ДОГАДКИН ДМИТРИЙ НИКОЛАЕВИЧ	Догадкин	Дмитрий	Николаевич	m	slav	0	None			СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	04.02.2013	0
ДУДКА АЛЕКСАНДР ИВАНОВИЧ	Дудка	Александр	Иванович	m	slav	54	30.04.1958	РОТАЦИОННЫЙ РЕЗЕРВ 	10.08.2009	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	13.09.2010	52
ЕВДОКИМОВ ИГОРЬ ДМИТРИЕВИЧ	Евдокимов	Игорь	Дмитриевич	m	slav	56	12.05.1956	ДЕПАРТАМЕНТ ИНФОРМАЦИИ И ПЕЧАТИ 	12.01.2009	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	25.12.2006	50
ЕВДОКИМОВ МИХАИЛ НИКОЛАЕВИЧ	Евдокимов	Михаил	Николаевич	m	slav	53	03.08.1959	ПЕРВЫЙ ДЕПАРТАМЕНТ СТРАН СНГ 	23.05.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	20.08.2004	45
ЕВДОКИМОВ МИХАИЛ ПЕТРОВИЧ	Евдокимов	Михаил	Петрович	m	slav	55	07.09.1957	ДЕПАРТАМЕНТ ИНФОРМАЦИИ И ПЕЧАТИ 	16.05.2008	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	18.07.2007	49
ЕВДОКИМОВ МИХАИЛ СЕРГЕЕВИЧ	Евдокимов	Михаил	Сергеевич	m	slav	57	28.08.1955	ЛАТИНОАМЕРИКАНСКИЙ ДЕПАРТАМЕНТ 	27.06.2011	НАЧАЛЬНИК ОТДЕЛА В ДЕПАРТАМЕНТЕ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	13.09.2010	55
ЕВСИКОВ АЛЕКСЕЙ НИКОЛАЕВИЧ	Евсиков	Алексей	Николаевич	m	slav	0	None			ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	01.05.2012	0
ЕГОРОВ АЛЕКСАНДР ВАЛЕНТИНОВИЧ	Егоров	Александр	Валентинович	m	slav	61	18.05.1951	ПОСОЛЬСТВО РОССИИ В АЛЖИРЕ 	15.02.2007	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	29.12.2005	54
ЕГОРОВ АЛЕКСАНДР РЭМОВИЧ	Егоров	Александр	Рэмович	m	slav	49	29.05.1963	ГЕНСЕКРЕТАРИАТ (ДЕПАРТАМЕНТ) 	18.08.2011	ГЛАВНЫЙ СОВЕТНИК ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.01.2011	47
ЕРМОЛОВ ВАЛЕРИЙ НИКОЛАЕВИЧ	Ермолов	Валерий	Николаевич	m	slav	62	06.02.1951	ДЕПАРТАМЕНТ КАДРОВ 	15.06.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	18.10.1993	42
ЕГОРОВ ЕВГЕНИЙ НИКОЛАЕВИЧ 	Егоров	Евгений	Николаевич	m	slav	0	None			СОВЕТНИК–ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	04.11.2011	0
ЕФИМОВ АЛЕКСАНДР ВЛАДИМИРОВИЧ	Ефимов	Александр	Владимирович	m	slav	54	27.05.1958	ДЕПАРТАМЕНТ БЛИЖНЕГО ВОСТОКА И СЕВЕРНОЙ АФРИКИ 	11.01.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	18.07.2007	49
ЖИЛКО БОРИС АНАТОЛЬЕВИЧ	Жилко	Борис	Анатольевич	m	slav	57	18.09.1955	ПЕРВЫЙ ЕВРОПЕЙСКИЙ ДЕПАРТАМЕНТ 	27.04.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	23.04.2008	52
ЗАВЬЯЛОВ ВИКТОР АЛЕКСЕЕВИЧ	Завьялов	Виктор	Алексеевич	m	slav	63	21.04.1949	ГЕНКОНСУЛЬСТВО В АЛМА-АТЕ, РЕСПУБЛИКА КАЗАХСТАН 	28.05.2011	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	08.08.2000	51
ЗАГРЕКОВ ВИКТОР ИВАНОВИЧ	Загреков	Виктор	Иванович	m	slav	59	24.10.1953	ДЕПАРТАМЕНТ МЕЖДУНАРОДНЫХ ОРГАНИЗАЦИЙ 	06.06.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	24.10.2007	54
ЗОЛОТОВ АЛЕКСАНДР ЮРЬЕВИЧ	Золотов	Александр	Юрьевич	m	slav	53	17.09.1959	ДЕПАРТАМЕНТ БЛИЖНЕГО ВОСТОКА И СЕВЕРНОЙ АФРИКИ 	20.10.2008	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	28.06.2006	46
ЗУБОВ МИХАИЛ ГРИГОРЬЕВИЧ	Зубов	Михаил	Григорьевич	m	slav	47	27.06.1955			СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	10.02.2012	0
ЗУЕВ ГЕОРГИЙ ВИКТОРОВИЧ	Зуев	Георгий	Викторович	m	slav	54	26.12.1958	ДЕПАРТАМЕНТ КАДРОВ 	24.11.2005	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	25.08.2004	45
ИВАНЦОВ ПЕТР АНАТОЛЬЕВИЧ	Иванцов	Петр	Анатольевич	m	slav	59	03.05.1953	ЧЕТВЕРТЫЙ ЕВРОПЕЙСКИЙ ДЕП. 	24.12.2009	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.09.1998	45
ИОСИФОВ ВЛАДИМИР АЛЕКСЕЕВИЧ	Иосифов	Владимир	Алексеевич	m	slav	64	17.09.1948	РОТАЦИОННЫЙ РЕЗЕРВ 	19.01.2009	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	31.07.2008	59
ИСАКОВ АЛЕКСЕЙ ВИКТОРОВИЧ	Исаков	Алексей	Викторович	m	slav	52	01.05.1960	ГЕНКОНСУЛЬСТВО РОССИИ В МОНРЕАЛЕ, КАНАДА 	09.12.2008	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	28.04.2011	50
ИСКАНДАРОВ ИЛЬЯС ФАРХАДОВИЧ	Искандаров	Ильяс	Фархадович	m	arab	47	20.10.1965	ДЕПАРТАМЕНТ БЛИЖНЕГО ВОСТОКА И СЕВЕРНОЙ АФРИКИ 	01.08.2011	НАЧАЛЬНИК ОТДЕЛА В ДЕПАРТАМЕНТЕ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	22.11.2010	45
КАДЫШЕВ ЛЕОНИД ЮРЬЕВИЧ	Кадышев	Леонид	Юрьевич	m	slav	53	24.05.1959	ПОСОЛЬСТВО РОССИИ ВО ФРАНЦИИ 	02.09.2010	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	21.02.2011	51
КАЗАКОВ ЮРИЙ ВИКТОРОВИЧ	Казаков	Юрий	Викторович	m	slav	53	10.03.1959	ПОСОЛЬСТВО РОССИИ НА КИПРЕ 	06.07.2010	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.01.2011	51
КАЗИМИРОВ ДМИТРИЙ ВЛАДИМИРОВИЧ	Казимиров	Дмитрий	Владимирович	m	slav,polsk	57	03.12.1955	РОТАЦИОННЫЙ РЕЗЕРВ 	02.02.2009	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	13.09.2005	49
КАЛАБУХОВ ИГОРЬ АНДРЕЕВИЧ	Калабухов	Игорь	Андреевич	m	slav	51	13.03.1961	ЧЕТВЕРТЫЙ ЕВРОПЕЙСКИЙ ДЕП. 	06.09.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	20.11.2007	46
КАМЕНЕВ КОНСТАНТИН СЕРГЕЕВИЧ	Каменев	Константин	Сергеевич	m	slav	56	14.05.1956	None	None		ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	31.07.2008	52
КАПИНОС СЕРГЕЙ ПЕТРОВИЧ	Капинос	Сергей	Петрович	m	slav	56	19.11.1956	ПОСОЛЬСТВО РОССИИ В АРМЕНИИ 	01.10.2007	СОВЕТНИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	04.11.2003	46
КАПКО АНАТОЛИЙ СТЕПАНОВИЧ	Капко	Анатолий	Степанович	m	slav	66	29.10.1946	ГЕНКОНСУЛЬСТВО РОССИИ В САН-ПАУЛУ, БРАЗИЛИЯ 	04.06.2007	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	12.03.2003	56
КАПЫРИН ИГОРЬ НИКОЛАЕВИЧ	Капырин	Игорь	Николаевич	m	slav	51	23.02.1962	ПОСТПРЕДСТВО РОССИИ ПРИ СОВЕТЕ ЕВРОПЫ В СТРАСБУРГЕ 	21.04.2007	ЗАМ. ПОСТ. ПРЕДСТАВИТЕЛЯ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	07.07.2007	45
КАРАЧЕВЦЕВ АЛЕКСАНДР ПАВЛОВИЧ	Карачевцев	Александр	Павлович	m	slav	59	28.12.1953	РОТАЦИОННЫЙ РЕЗЕРВ 	22.01.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	01.02.2006	52
КАРЕВ СЕРГЕЙ НИКОЛАЕВИЧ	Карев	Сергей	Николаевич	m	slav	65	18.10.1947	ПОСТПРЕДСТВО РОССИИ ПРИ ООН, США 	02.04.2010	ЗАМ. ПОСТ. ПРЕДСТАВИТЕЛЯ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	24.01.1994	46
КИНЩАК АЛЕКСАНДР АЛЕКСАНДРОВИЧ	Кинщак	Александр	Александрович	m	slav	50	20.10.1962	ПОСОЛЬСТВО РОССИИ В КУВЕЙТЕ 	04.03.2008	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	08.07.2004	41
КЛИМЕНКО ЮРИЙ НИКОЛАЕВИЧ	Клименко	Юрий	Николаевич	m	slav	53	04.09.1959	ПЕРВЫЙ ЕВРОПЕЙСКИЙ ДЕПАРТАМЕНТ 	20.09.2004	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	25.07.2003	43
КЛИМОВ АЛЕКСЕЙ ВЛАДИМИРОВИЧ	Климов	Алексей	Владимирович	m	slav	53	06.05.1959	КОНСУЛЬСКИЙ ДЕПАРТАМЕНТ 	02.06.2005	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	24.01.2008	48
КЛИМОВСКИЙ КОНСТАНТИН ВЯЧЕСЛАВОВИЧ	Климовский	Константин	Вячеславович	m	slav	46	16.06.1966	ПОСОЛЬСТВО РОССИИ В ТУНИСЕ 	05.09.2011	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	08.12.2009	43
